,Uni_name,Uni_Major,Uni_Jobs,Uni_Course_lectureres,Uni_Facilities,Uni_Local_life,Uni_Societies_sports
1663,Queen Mary University of London,Business Management BSc (Hons),2.0,3.0,2.0,0.0,2.0
1664,Queen Mary University of London,Computer Science with Industrial Experience BSc (Hons),3.0,4.0,3.0,0.0,4.0
1665,Queen Mary University of London,History BA (Hons),0.0,0.0,0.0,0.0,0.0
1666,Queen Mary University of London,English and History BA (Hons),4.0,4.0,3.0,2.0,3.0
1667,Queen Mary University of London,English BA (Hons),3.0,4.0,3.0,4.0,3.0
1668,Queen Mary University of London,Comparative Literature BA (Hons),3.0,4.0,0.0,0.0,0.0
1669,Queen Mary University of London,Geography with Business Management BSc (Hons),2.0,3.0,4.0,0.0,3.0
1670,Queen Mary University of London,International Relations BA (Hons),3.0,3.0,0.0,4.0,0.0
1671,Queen Mary University of London,History BA (Hons),3.0,0.0,0.0,4.0,3.0
1672,Queen Mary University of London,International Relations BA (Hons),4.0,4.0,3.0,0.0,0.0
1673,Queen Mary University of London,Business Management BSc (Hons),0.0,2.0,0.0,2.0,3.0
1674,Queen Mary University of London,,2.0,4.0,4.0,4.0,4.0
1675,Queen Mary University of London,"Economics, Finance and Management BSc (Econ) (Hons)",3.0,4.0,0.0,3.0,4.0
1676,Queen Mary University of London,,4.0,4.0,0.0,4.0,0.0
1677,Queen Mary University of London,"Economics, Finance and Management BSc (Econ) (Hons)",3.0,4.0,4.0,0.0,3.0
1678,Queen Mary University of London,,2.0,4.0,0.0,3.0,4.0
1679,Queen Mary University of London,,3.0,4.0,4.0,3.0,3.0
1680,Queen Mary University of London,,4.0,4.0,4.0,4.0,0.0
1681,Queen Mary University of London,,3.0,0.0,3.0,4.0,4.0
1682,Queen Mary University of London,,4.0,3.0,4.0,4.0,3.0
1683,Queen Mary University of London,,2.0,0.0,4.0,4.0,4.0
1684,Queen Mary University of London,,4.0,3.0,0.0,0.0,0.0
1685,Queen Mary University of London,,4.0,3.0,0.0,0.0,0.0
1686,Queen Mary University of London,,0.0,2.0,0.0,0.0,1.0
1687,Queen Mary University of London,,0.0,3.0,3.0,4.0,4.0
1688,Queen Mary University of London,,3.0,4.0,4.0,0.0,4.0
1689,Queen Mary University of London,,4.0,3.0,0.0,0.0,4.0
1690,Queen Mary University of London,Business Management BSc (Hons),0.0,4.0,0.0,0.0,4.0
1691,Queen Mary University of London,Business Management BSc (Hons),4.0,4.0,4.0,4.0,4.0
1692,Queen Mary University of London,Investment and Finance MSc,2.0,3.0,4.0,2.0,3.0
1693,Queen Mary University of London,Economics BSc (Econ) (Hons),4.0,4.0,4.0,0.0,3.0
1694,University of Southampton,MSc Data Analytics for Government,4.0,0.0,4.0,3.0,0.0
1695,University of Southampton,Aeronautics and Astronautics / Spacecraft Engineering MEng (Hons),1.0,1.0,3.0,3.0,3.0
1696,University of Southampton,Fashion Design BA (Hons),1.0,1.0,2.0,1.0,3.0
1697,University of Southampton,Criminology and Psychology BSc (Hons),4.0,3.0,4.0,4.0,3.0
1698,University of Southampton,Environmental Science BSc (Hons),0.0,4.0,4.0,0.0,4.0
1699,University of Southampton,Nursing (Child) BSc (Hons),3.0,4.0,4.0,3.0,4.0
1700,University of Southampton,Civil Engineering BEng (Hons),0.0,0.0,0.0,0.0,0.0
1701,University of Southampton,Environmental Science BSc (Hons),3.0,3.0,4.0,3.0,4.0
1702,University of Southampton,Civil Engineering (4 years) MEng (Hons),0.0,4.0,4.0,3.0,0.0
1703,University of Southampton,Electrical and Electronic Engineering MEng (Hons),0.0,4.0,3.0,4.0,4.0
1704,University of Southampton,Mathematics BSc (Hons),3.0,3.0,3.0,0.0,3.0
1705,University of Southampton,Aerospace Electronic Engineering BEng (Hons),4.0,4.0,0.0,0.0,4.0
1706,University of Southampton,Ancient History BA (Hons),4.0,0.0,0.0,0.0,0.0
1707,University of Southampton,Law LLB (Hons),3.0,3.0,0.0,4.0,0.0
1708,University of Southampton,Chemistry BSc (Hons),3.0,4.0,4.0,4.0,4.0
1709,University of Southampton,Environmental Science BSc (Hons),3.0,4.0,4.0,4.0,4.0
1710,University of Southampton,Aeronautics and Astronautics / Semester Abroad MEng (Hons),3.0,0.0,2.0,3.0,0.0
1711,University of Southampton,MSc Business Analytics and Finance,3.0,3.0,4.0,0.0,4.0
1712,University of Southampton,Ancient History BA (Hons),4.0,4.0,4.0,0.0,0.0
1713,University of Southampton,,0.0,4.0,0.0,0.0,4.0
1714,University of Southampton,Civil Engineering BEng (Hons),3.0,4.0,2.0,0.0,4.0
1715,University of Southampton,Civil Engineering BEng (Hons),4.0,4.0,3.0,0.0,4.0
1716,University of Southampton,Biomedical Sciences BSc (Hons),3.0,0.0,3.0,4.0,3.0
1717,University of Southampton,Biomedical Sciences BSc (Hons),4.0,0.0,3.0,0.0,4.0
1718,University of Southampton,Physics with Astronomy (4 years) MPhys,2.0,4.0,4.0,4.0,3.0
1719,University of Southampton,Biology BSc (Hons),4.0,4.0,4.0,4.0,4.0
1720,University of Southampton,Geography BA (Hons),3.0,4.0,3.0,0.0,4.0
1721,University of Southampton,French and Portuguese (4 years) BA (Hons),0.0,4.0,4.0,0.0,4.0
1722,University of Southampton,Law LLB (Hons),0.0,3.0,3.0,0.0,0.0
1723,University of Southampton,History BA (Hons),4.0,3.0,3.0,3.0,0.0
1724,University of Southampton,Sociology BSc (Hons),0.0,4.0,0.0,3.0,0.0
1725,University of Southampton,MSc Logistics and Supply Chain Analytics,3.0,3.0,0.0,4.0,3.0
1726,University of Southampton,Criminology and Psychology BSc (Hons),0.0,2.0,4.0,2.0,0.0
1727,University of Southampton,Psychology BSc (Hons),4.0,4.0,4.0,4.0,0.0
1728,University of Southampton,Aeronautics and Astronautics (3 years) BEng (Hons),4.0,4.0,0.0,0.0,4.0
1729,University of Southampton,Aeronautics and Astronautics (3 years) BEng (Hons),4.0,2.0,4.0,4.0,3.0
1730,University of Southampton,Chemistry BSc (Hons),4.0,4.0,4.0,3.0,4.0
1731,University of Southampton,Aeronautics and Astronautics (3 years) BEng (Hons),4.0,4.0,3.0,0.0,4.0
1732,University of Southampton,Aeronautics and Astronautics (3 years) BEng (Hons),4.0,4.0,4.0,4.0,0.0
1733,University of Southampton,Mechanical Engineering (4 years) MEng (Hons),4.0,3.0,4.0,0.0,0.0
1734,University of Southampton,MSc Genomics,0.0,0.0,0.0,4.0,0.0
1735,University of Southampton,MSc Genomics,0.0,0.0,0.0,0.0,4.0
1736,University of Southampton,Mechanical Engineering (4 years) MEng (Hons),0.0,0.0,0.0,4.0,4.0
1737,University of Southampton,Biology and Marine Biology BSc (Hons),4.0,4.0,0.0,3.0,0.0
1738,University of Southampton,Psychology BSc (Hons),4.0,4.0,0.0,2.0,4.0
1739,University of Southampton,Law LLB (Hons),0.0,3.0,4.0,1.0,0.0
1740,University of Southampton,Physics BSc (Hons),4.0,0.0,4.0,4.0,0.0
1741,University of Southampton,Computer Science BSc (Hons),0.0,4.0,0.0,4.0,0.0
1742,University of Southampton,Business Management BSc (Hons),4.0,4.0,4.0,4.0,0.0
1743,University of Southampton,Economics BSc (Hons),0.0,3.0,0.0,4.0,4.0
1744,University of Southampton,Computer Science BSc (Hons),0.0,4.0,3.0,2.0,0.0
1745,University of Southampton,Business Management BSc (Hons),4.0,3.0,3.0,4.0,0.0
1746,University of Southampton,Business Management BSc (Hons),4.0,4.0,4.0,4.0,0.0
1747,University of Southampton,MSc Accounting and Management,4.0,4.0,4.0,4.0,3.0
1748,University of Southampton,MSc Finance,1.0,3.0,3.0,3.0,4.0
1749,University of Southampton,Aeronautics and Astronautics / Aerodynamics MEng (Hons),4.0,4.0,4.0,4.0,0.0
1750,University of Southampton,Marketing BSc (Hons),3.0,4.0,4.0,0.0,4.0
1751,University of Southampton,"Mathematics, Operational Research, Statistics & Economics MMorse",4.0,4.0,4.0,4.0,0.0
1752,University of Southampton,MSc Digital Marketing,4.0,4.0,4.0,4.0,3.0
1753,University of Southampton,English and History BA (Hons),4.0,4.0,4.0,3.0,0.0
1754,University of Southampton,History BA (Hons),0.0,3.0,0.0,0.0,4.0
1755,University of Southampton,Chemistry with Medicinal Sciences (4 years) MChem (Hons),0.0,4.0,4.0,4.0,3.0
1756,University of Southampton,Biology BSc (Hons),4.0,3.0,4.0,4.0,4.0
1757,University of Southampton,,4.0,3.0,3.0,4.0,4.0
1758,University of Southampton,Zoology BSc (Hons),4.0,4.0,4.0,4.0,0.0
1759,University of Southampton,Zoology BSc (Hons),4.0,4.0,4.0,4.0,0.0
1760,University of Southampton,MSc Data and Decision Analytics,3.0,4.0,0.0,3.0,0.0
1761,University of Southampton,Modern History and Politics BA (Hons),4.0,4.0,3.0,3.0,3.0
1762,University of Southampton,Business Analytics BSc (Hons),3.0,4.0,4.0,0.0,0.0
1763,University of Southampton,Biomedical Sciences (4 years) MBiomedSci,0.0,0.0,0.0,0.0,0.0
1764,University of Southampton,MSc Actuarial Science,4.0,4.0,4.0,3.0,4.0
1765,University of Southampton,Civil Engineering BEng (Hons),0.0,3.0,0.0,0.0,4.0
1766,University of Southampton,MSc Genomics,3.0,2.0,3.0,2.0,3.0
1767,University of Southampton,Modern History and Politics BA (Hons),4.0,3.0,3.0,0.0,0.0
1768,University of Southampton,Business Management BSc (Hons),4.0,4.0,0.0,4.0,3.0
1769,University of Southampton,Environmental Science BSc (Hons),4.0,0.0,0.0,0.0,4.0
1770,University of Southampton,Physics BSc (Hons),3.0,4.0,0.0,0.0,4.0
1771,University of Southampton,International Relations BSc (Hons),3.0,2.0,2.0,4.0,3.0
1772,University of Southampton,Physics BSc (Hons),4.0,4.0,4.0,4.0,4.0
1773,University of Southampton,Psychology BSc (Hons),0.0,3.0,4.0,0.0,0.0
1774,University of Southampton,History BA (Hons),3.0,4.0,3.0,4.0,0.0
1775,University of Southampton,Law LLB (Hons),0.0,0.0,4.0,3.0,0.0
1776,University of Southampton,Biochemistry (3 years) BSc (Hons),1.0,4.0,0.0,0.0,0.0
1777,University of Southampton,Computer Science BSc (Hons),0.0,4.0,0.0,0.0,4.0
1778,University of Southampton,Economics and Finance BSc (Hons),4.0,2.0,1.0,2.0,4.0
1779,University of Southampton,Mathematics with Computer Science BSc (Hons),4.0,0.0,4.0,4.0,0.0
1780,University of Southampton,Mathematics (4 years) MMath,4.0,4.0,0.0,4.0,0.0
1781,University of Southampton,Mathematics (4 years) MMath,4.0,0.0,0.0,4.0,4.0
1782,University of Southampton,Psychology BSc (Hons),0.0,0.0,0.0,0.0,0.0
1783,University of Southampton,Mechanical Engineering (4 years) MEng (Hons),0.0,0.0,0.0,0.0,0.0
1784,University of Southampton,Mechanical Engineering (4 years) MEng (Hons),0.0,4.0,0.0,0.0,0.0
1785,University of Southampton,Mechanical Engineering (4 years) MEng (Hons),0.0,0.0,0.0,0.0,4.0
1786,University of Southampton,Computer Science MEng (Hons),4.0,4.0,4.0,3.0,4.0
1787,University of Southampton,,4.0,3.0,3.0,0.0,3.0
1788,University of Southampton,Marketing BSc (Hons),4.0,4.0,4.0,4.0,3.0
1789,University of Southampton,,0.0,0.0,4.0,3.0,4.0
1790,University of Southampton,Criminology and Psychology BSc (Hons),4.0,0.0,0.0,0.0,0.0
1791,University of Southampton,,0.0,4.0,4.0,3.0,4.0
1792,University of Southampton,Geography BA (Hons),4.0,4.0,0.0,0.0,0.0
1793,University of Southampton,Electronic Engineering BEng (Hons),0.0,4.0,0.0,3.0,3.0
1794,University of Southampton,Mathematics with Actuarial Science BSc (Hons),4.0,4.0,3.0,3.0,4.0
1795,University of Southampton,,0.0,4.0,4.0,3.0,0.0
1796,University of Southampton,History BA (Hons),4.0,4.0,0.0,0.0,0.0
1797,University of Southampton,"English Literature, Language and Linguistics with Year Abroad BA (Hons)",4.0,0.0,0.0,2.0,0.0
1798,University of Southampton,Population and Geography BSc (Hons),0.0,3.0,0.0,3.0,0.0
1799,University of Southampton,,4.0,4.0,4.0,3.0,4.0
1800,University of Southampton,,0.0,0.0,3.0,0.0,0.0
1801,University of Southampton,,0.0,4.0,4.0,0.0,0.0
1802,University of Southampton,Physics BSc (Hons),3.0,3.0,4.0,3.0,3.0
1803,University of Southampton,,0.0,4.0,0.0,0.0,0.0
1804,University of Southampton,Marine Biology (4 years) MSci (Hons),4.0,2.0,0.0,4.0,0.0
1805,University of Southampton,Business Management BSc (Hons),4.0,4.0,3.0,4.0,4.0
1806,University of Southampton,Electrical and Electronic Engineering MEng (Hons),0.0,4.0,4.0,2.0,4.0
1807,University of Southampton,International Relations BSc (Hons),0.0,3.0,4.0,3.0,0.0
1808,University of Southampton,Philosophy and Music BA (Hons),4.0,0.0,0.0,0.0,0.0
1809,University of Southampton,Electrical and Electronic Engineering MEng (Hons),0.0,4.0,4.0,4.0,0.0
1810,University of Southampton,Physiotherapy BSc (Hons),0.0,3.0,4.0,4.0,4.0
1811,University of Southampton,,0.0,4.0,4.0,0.0,4.0
1812,University of Southampton,,0.0,0.0,4.0,0.0,0.0
1813,University of Southampton,,4.0,4.0,4.0,4.0,4.0
1814,University of Southampton,Criminology and Psychology BSc (Hons),0.0,3.0,0.0,0.0,0.0
1815,University of Southampton,Chemistry MChem (Hons),0.0,0.0,4.0,3.0,0.0
1816,University of Southampton,,4.0,4.0,4.0,0.0,3.0
1817,University of Southampton,,0.0,3.0,0.0,0.0,0.0
1818,University of Southampton,Psychology BSc (Hons),0.0,0.0,4.0,0.0,0.0
1819,University of Southampton,Biology BSc (Hons),0.0,0.0,4.0,4.0,4.0
1820,University of Southampton,,0.0,3.0,4.0,2.0,0.0
1821,University of Southampton,,4.0,3.0,4.0,4.0,0.0
1822,University of Southampton,,0.0,4.0,4.0,4.0,3.0
1823,University of Southampton,,0.0,0.0,4.0,0.0,0.0
1824,University of Southampton,Chemistry BSc (Hons),3.0,0.0,0.0,0.0,0.0
1825,University of Southampton,Physics BSc (Hons),0.0,4.0,4.0,0.0,4.0
1826,University of Southampton,Business Management BSc (Hons),4.0,3.0,4.0,4.0,2.0
1827,University of Southampton,Business Management BSc (Hons),4.0,4.0,4.0,0.0,3.0
1828,University of Southampton,Geography BA (Hons),0.0,4.0,0.0,0.0,0.0
1829,University of Southampton,Chemistry BSc (Hons),0.0,4.0,4.0,0.0,0.0
1830,University of Southampton,Geography BA (Hons),3.0,4.0,0.0,4.0,0.0
1831,University of Southampton,Geography BA (Hons),4.0,4.0,4.0,4.0,0.0
1832,University of Southampton,Geography BA (Hons),3.0,3.0,4.0,4.0,4.0
1833,University of Southampton,Geography BA (Hons),4.0,4.0,4.0,4.0,3.0
1834,University of Southampton,,4.0,4.0,4.0,2.0,3.0
1835,University of Southampton,,0.0,4.0,4.0,3.0,3.0
1836,University of Southampton,Oceanography BSc (Hons),3.0,3.0,0.0,4.0,0.0
1837,University of Southampton,Oceanography BSc (Hons),3.0,4.0,0.0,4.0,0.0
1838,University of Southampton,Physics BSc (Hons),4.0,0.0,0.0,4.0,4.0
1839,University of Southampton,Physics BSc (Hons),3.0,4.0,0.0,4.0,3.0
1840,University of Southampton,Physics BSc (Hons),4.0,4.0,4.0,4.0,4.0
1841,University of Southampton,Film and English BA (Hons),4.0,0.0,4.0,4.0,0.0
1842,University of Southampton,English BA (Hons),3.0,0.0,0.0,3.0,0.0
1843,University of Southampton,English BA (Hons),0.0,4.0,4.0,0.0,0.0
1844,University of Southampton,,0.0,3.0,0.0,0.0,0.0
1845,University of Southampton,Physics with Mathematics (4 years) MPhys,0.0,4.0,4.0,0.0,4.0
1846,University of Southampton,,4.0,3.0,4.0,4.0,0.0
1847,University of Southampton,,0.0,4.0,4.0,4.0,0.0
1848,University of Southampton,,4.0,4.0,0.0,0.0,0.0
1849,University of Southampton,,4.0,0.0,4.0,4.0,3.0
1850,University of Southampton,,4.0,4.0,4.0,0.0,0.0
1851,University of Southampton,,4.0,4.0,4.0,0.0,4.0
1852,University of Southampton,,4.0,3.0,3.0,2.0,3.0
1853,University of Southampton,,3.0,3.0,3.0,4.0,4.0
1854,University of Southampton,MSc Logistics and Supply Chain Analytics,4.0,4.0,3.0,4.0,4.0
1855,University of Southampton,,3.0,0.0,0.0,0.0,0.0
1856,University of Southampton,,3.0,4.0,4.0,4.0,4.0
1857,University of Southampton,MA Global Media Management,4.0,3.0,0.0,0.0,0.0
1858,University of Southampton,,3.0,4.0,4.0,3.0,4.0
1859,University of Southampton,,4.0,4.0,4.0,4.0,0.0
1860,University of Southampton,English BA (Hons),4.0,0.0,0.0,4.0,4.0
1861,University of Southampton,English and French (4 years) BA (Hons),4.0,4.0,4.0,3.0,0.0
1862,University of Southampton,Psychology BSc (Hons),3.0,0.0,0.0,4.0,0.0
1863,University of Southampton,Psychology BSc (Hons),0.0,0.0,0.0,0.0,0.0
1864,University of Southampton,,3.0,3.0,3.0,2.0,0.0
1865,University of Southampton,,4.0,4.0,4.0,3.0,4.0
1866,University of Southampton,Nursing Adult and Child MN,4.0,4.0,3.0,4.0,4.0
1867,University of Southampton,"English Literature, Language and Linguistics BA (Hons)",2.0,4.0,0.0,1.0,3.0
1868,University of Southampton,Biomedical Sciences BSc (Hons),4.0,4.0,4.0,3.0,3.0
1869,University of Southampton,,4.0,4.0,4.0,4.0,4.0
1870,University of Southampton,Biomedical Sciences BSc (Hons),3.0,4.0,0.0,0.0,4.0
1871,University of Southampton,Marine Biology with Oceanography BSc (Hons),4.0,0.0,0.0,4.0,4.0
1872,University of Southampton,Biomedical Sciences BSc (Hons),3.0,3.0,3.0,2.0,4.0
1873,University of Southampton,,4.0,3.0,0.0,4.0,3.0
1874,University of Southampton,,0.0,0.0,0.0,0.0,0.0
1875,University of Oxford,Mathematics MMath,4.0,0.0,4.0,0.0,0.0
1876,University of Oxford,Mathematics MMath,4.0,4.0,4.0,4.0,0.0
1877,University of Oxford,Mathematics MMath,0.0,3.0,0.0,4.0,0.0
1878,University of Oxford,Mathematics MMath,0.0,3.0,4.0,0.0,0.0
1879,University of Oxford,Mathematics MMath,4.0,4.0,0.0,4.0,0.0
1880,University of Oxford,Mathematics MMath,4.0,0.0,4.0,0.0,0.0
1881,University of Oxford,Mathematics MMath,0.0,3.0,0.0,0.0,1.0
1882,University of Oxford,Mathematics MMath,0.0,3.0,0.0,0.0,0.0
1883,University of Oxford,Mathematics and Philosophy MMath,0.0,0.0,4.0,4.0,0.0
1884,University of Oxford,Theology and Religion BA (Hons),3.0,3.0,4.0,3.0,0.0
1885,University of Oxford,Mathematics MMath,0.0,3.0,4.0,3.0,0.0
1886,University of Oxford,Engineering Science DPhil,3.0,0.0,4.0,3.0,3.0
1887,University of Oxford,Mathematics and Statistics MMathStat,4.0,4.0,0.0,2.0,0.0
1888,University of Oxford,Mathematics MMath,4.0,4.0,3.0,0.0,0.0
1889,University of Oxford,Materials Science MEng (Hons),0.0,3.0,3.0,4.0,4.0
1890,University of Oxford,Mathematics and Philosophy MMath,0.0,0.0,0.0,0.0,0.0
1891,University of Oxford,Mathematics MMath,3.0,4.0,3.0,0.0,0.0
1892,University of Oxford,Physics (4-year MPhys) MPhys,0.0,0.0,4.0,4.0,0.0
1893,University of Oxford,Engineering Science DPhil,4.0,0.0,4.0,0.0,0.0
1894,University of Oxford,Mathematics and Philosophy MMath,3.0,0.0,3.0,4.0,0.0
1895,University of Oxford,Computer Science and Philosophy MComp,0.0,4.0,0.0,4.0,4.0
1896,University of Oxford,Mathematics MMath,3.0,4.0,4.0,4.0,4.0
1897,University of Oxford,Mathematics MMath,4.0,0.0,0.0,0.0,0.0
1898,University of Oxford,Mathematics MMath,0.0,0.0,0.0,0.0,0.0
1899,University of Oxford,Mathematics MMath,4.0,4.0,3.0,0.0,0.0
1900,University of Oxford,Mathematics and Computer Science MMath,3.0,3.0,4.0,4.0,0.0
1901,University of Oxford,Mathematics and Computer Science MMath,3.0,2.0,4.0,4.0,4.0
1902,University of Oxford,Mathematics MMath,0.0,3.0,0.0,0.0,0.0
1903,University of Oxford,Mathematics MMath,4.0,3.0,0.0,0.0,0.0
1904,University of Oxford,Philosophy and Theology BA (Hons),0.0,4.0,4.0,3.0,0.0
1905,University of Oxford,Mathematics MMath,4.0,0.0,4.0,0.0,0.0
1906,University of Oxford,Mathematics MMath,3.0,4.0,4.0,0.0,0.0
1907,University of Oxford,Mathematics MMath,4.0,4.0,0.0,0.0,4.0
1908,University of Oxford,Philosophy DPhil,4.0,4.0,3.0,3.0,4.0
1909,University of Oxford,Mathematics MMath,4.0,4.0,0.0,0.0,0.0
1910,University of Oxford,Mathematics and Statistics MMathStat,0.0,4.0,2.0,0.0,0.0
1911,University of Oxford,Mathematics MMath,0.0,0.0,3.0,4.0,0.0
1912,University of Oxford,Mathematics and Computer Science MMath,4.0,4.0,4.0,3.0,4.0
1913,University of Oxford,Theology and Religion BA (Hons),4.0,4.0,4.0,3.0,4.0
1914,University of Oxford,English Language and Literature BA (Hons),4.0,3.0,3.0,3.0,0.0
1915,University of Oxford,,3.0,4.0,0.0,3.0,3.0
1916,University of Oxford,Theology and Religion BA (Hons),3.0,4.0,3.0,0.0,4.0
1917,University of Oxford,Law with European Law BA (Hons),4.0,1.0,3.0,0.0,0.0
1918,University of Oxford,,0.0,0.0,4.0,3.0,4.0
1919,University of Oxford,Chemistry MChem (Hons),0.0,4.0,4.0,4.0,0.0
1920,University of Oxford,Chemical Biology MSc by Research,4.0,4.0,3.0,4.0,4.0
1921,University of Oxford,,0.0,4.0,4.0,4.0,0.0
1922,University of Oxford,,4.0,4.0,3.0,4.0,3.0
1923,University of Oxford,Experimental Psychology BA (Hons),3.0,4.0,4.0,0.0,3.0
1924,University of Oxford,,0.0,0.0,3.0,4.0,0.0
1925,University of Oxford,Biology MBiol (Hons),4.0,0.0,2.0,3.0,2.0
1926,University of Oxford,Mathematics and Statistics MMathStat,0.0,4.0,4.0,0.0,0.0
1927,University of Oxford,Law BA (Hons),0.0,0.0,0.0,0.0,0.0
1928,University of Oxford,Geography BA (Hons),0.0,4.0,4.0,4.0,4.0
1929,University of Oxford,English Language and Literature BA (Hons),3.0,0.0,4.0,0.0,4.0
1930,University of Oxford,English Language and Literature BA (Hons),2.0,0.0,4.0,4.0,4.0
1931,University of Oxford,English Language and Literature BA (Hons),3.0,3.0,4.0,4.0,4.0
1932,University of Oxford,,0.0,4.0,3.0,0.0,0.0
1933,University of Oxford,History BA (Hons),0.0,3.0,4.0,3.0,0.0
1934,University of Oxford,Geography BA (Hons),0.0,4.0,4.0,0.0,0.0
1935,University of Oxford,Law BA (Hons),0.0,4.0,4.0,3.0,0.0
1936,University of Oxford,Classics and English BA (Hons),0.0,0.0,3.0,4.0,4.0
1937,University of Oxford,Materials Science MEng (Hons),3.0,0.0,0.0,0.0,0.0
1938,University of Oxford,Zoology DPhil,0.0,3.0,0.0,0.0,3.0
1939,University of Oxford,Energy Systems MSc,0.0,4.0,0.0,3.0,0.0
1940,University of Oxford,Mathematics MMath,4.0,0.0,4.0,0.0,4.0
1941,University of Oxford,History DPhil,4.0,3.0,3.0,4.0,4.0
1942,University of Oxford,Medicine BMBCh,0.0,3.0,0.0,0.0,0.0
1943,University of Oxford,Geography BA (Hons),0.0,4.0,4.0,0.0,0.0
1944,University of Oxford,Engineering MEng (Hons),4.0,1.0,2.0,4.0,3.0
1945,University of Oxford,Arabic and Islamic Studies BA (Hons),3.0,2.0,0.0,3.0,0.0
1946,University of Oxford,Engineering Science MSc by Research,0.0,4.0,0.0,0.0,0.0
1947,University of Oxford,Theology and Religion BA (Hons),4.0,0.0,4.0,0.0,0.0
1948,University of Oxford,Geography BA (Hons),0.0,0.0,0.0,4.0,0.0
1949,University of Oxford,"Philosophy, Politics and Economics BA (Hons)",0.0,0.0,4.0,0.0,0.0
1950,University of Oxford,Mathematics MMath,0.0,3.0,0.0,0.0,0.0
1951,University of Oxford,"Philosophy, Politics and Economics BA (Hons)",0.0,4.0,4.0,3.0,0.0
1952,University of Oxford,Inorganic Chemistry DPhil,0.0,0.0,0.0,0.0,0.0
1953,University of Oxford,,0.0,3.0,1.0,0.0,4.0
1954,University of Oxford,,4.0,4.0,3.0,3.0,0.0
1955,University of Oxford,,0.0,0.0,0.0,4.0,4.0
1956,University of Oxford,,2.0,4.0,3.0,4.0,0.0
1957,University of Oxford,,0.0,4.0,4.0,0.0,0.0
1958,University of Oxford,,4.0,4.0,0.0,0.0,0.0
1959,University of Oxford,,0.0,0.0,4.0,4.0,4.0
1960,University of Oxford,Computer Science MSc,0.0,4.0,3.0,4.0,3.0
1961,University of Oxford,,0.0,4.0,4.0,0.0,0.0
1962,University of Oxford,Engineering Science DPhil,4.0,0.0,4.0,4.0,0.0
1963,University of Oxford,Environmental Research NERC DTP,0.0,4.0,4.0,0.0,4.0
1964,University of Oxford,,4.0,4.0,0.0,0.0,4.0
1965,University of Oxford,Environmental Research NERC DTP,4.0,3.0,4.0,4.0,4.0
1966,University of Oxford,Computer Science MSc,0.0,4.0,0.0,3.0,0.0
1967,University of Oxford,,4.0,0.0,4.0,0.0,4.0
1968,University of Oxford,,4.0,4.0,4.0,0.0,4.0
1969,University of Oxford,Social Data Science MSc,4.0,4.0,3.0,4.0,4.0
1970,University of Oxford,,0.0,0.0,0.0,0.0,0.0
1971,University of Oxford,,0.0,4.0,0.0,0.0,4.0
1972,University of Oxford,,0.0,3.0,2.0,4.0,2.0
1973,University of Oxford,,3.0,4.0,4.0,0.0,0.0
1974,University of Oxford,,0.0,4.0,3.0,0.0,0.0
1975,University of Oxford,,4.0,4.0,0.0,0.0,4.0
1976,University of Oxford,,0.0,4.0,4.0,4.0,3.0
1977,University of Oxford,,0.0,3.0,3.0,4.0,4.0
1978,University of Oxford,,0.0,3.0,3.0,4.0,4.0
1979,University of Oxford,Geography and the Environment DPhil,4.0,3.0,4.0,4.0,4.0
1980,University of Oxford,,0.0,4.0,4.0,4.0,0.0
1981,University of Oxford,,0.0,4.0,0.0,4.0,3.0
1982,University of Oxford,Mathematical and Theoretical Physics MSc,0.0,4.0,0.0,4.0,0.0
1983,University of Oxford,,0.0,4.0,4.0,0.0,0.0
1984,University of Oxford,,4.0,0.0,4.0,0.0,0.0
1985,University of Oxford,,3.0,4.0,4.0,4.0,4.0
1986,University of Oxford,,0.0,4.0,4.0,4.0,0.0
1987,University of Oxford,,0.0,4.0,0.0,0.0,0.0
1988,University of Oxford,,0.0,0.0,4.0,4.0,0.0
1989,University of Oxford,,2.0,4.0,0.0,3.0,3.0
1990,University of Oxford,,0.0,0.0,0.0,0.0,0.0
1991,University of Oxford,,0.0,4.0,0.0,4.0,0.0
1992,University of Oxford,,4.0,4.0,0.0,4.0,0.0
1993,University of Oxford,,0.0,4.0,0.0,4.0,2.0
1994,University of Oxford,,4.0,4.0,0.0,3.0,3.0
1995,University of Oxford,,3.0,2.0,4.0,3.0,0.0
1996,University of Oxford,,0.0,0.0,0.0,0.0,0.0
1997,University of Oxford,,0.0,0.0,0.0,0.0,0.0
1998,University of Oxford,,4.0,2.0,3.0,3.0,0.0
1999,University of Oxford,,0.0,4.0,0.0,4.0,0.0
2000,University of Oxford,,4.0,0.0,4.0,4.0,0.0
2001,University of Oxford,,0.0,0.0,3.0,0.0,0.0
2002,University of Oxford,,0.0,0.0,4.0,4.0,4.0
2003,University of Oxford,,3.0,2.0,3.0,3.0,0.0
2004,University of Oxford,,0.0,4.0,0.0,0.0,4.0
2005,University of York,MSc Computer Science with Data Analytics,0.0,1.0,3.0,3.0,3.0
2006,University of York,Music and Sound Recording BA (Hons),1.0,1.0,2.0,4.0,0.0
2007,University of York,"Philosophy, Politics and Economics BA (Hons)",3.0,4.0,4.0,4.0,0.0
2008,University of York,Sociology BA (Hons),3.0,3.0,4.0,0.0,0.0
2009,University of York,Mathematics BSc (Hons),0.0,4.0,4.0,3.0,0.0
