,Uni_name,Uni_Major,Uni_Jobs,Uni_Course_lectureres,Uni_Facilities,Uni_Local_life,Uni_Societies_sports
0,University of Leeds,Accounting and Finance BSc (Hons),2.0,1.0,0.0,4.0,4.0
1,University of Leeds,Geography BA (Hons),3.0,2.0,1.0,3.0,0.0
2,University of Leeds,Chemical Engineering MEng (Hons),4.0,4.0,0.0,0.0,1.0
3,University of Leeds,Genetics BSc (Hons),4.0,3.0,4.0,4.0,0.0
4,University of Leeds,Art and Design BA (Hons),2.0,1.0,3.0,1.0,3.0
5,University of Leeds,International Business MSc,4.0,3.0,3.0,0.0,0.0
6,University of Leeds,,3.0,4.0,3.0,4.0,0.0
7,University of Leeds,,3.0,4.0,4.0,4.0,4.0
8,University of Leeds,"Music, Multimedia and Electronics BSc (Hons)",3.0,3.0,4.0,3.0,4.0
9,University of Leeds,,0.0,3.0,0.0,0.0,0.0
10,University of Leeds,,0.0,4.0,2.0,0.0,0.0
11,University of Leeds,Geography BA (Hons),0.0,4.0,3.0,4.0,0.0
12,University of Leeds,Media Industries MA,0.0,0.0,1.0,4.0,0.0
13,University of Leeds,Sustainability and Environmental Management BSc (Hons),0.0,4.0,2.0,4.0,4.0
14,University of Leeds,Health Research PGCert,4.0,3.0,4.0,3.0,0.0
15,University of Leeds,Geography BA (Hons),4.0,4.0,4.0,0.0,0.0
16,University of Leeds,Philosophy BA (Hons),4.0,4.0,4.0,4.0,0.0
17,University of Leeds,Geography BA (Hons),4.0,0.0,4.0,0.0,4.0
18,University of Leeds,English MA by Research,4.0,4.0,3.0,4.0,3.0
19,University of Leeds,Modern Languages and Linguistics BA (Hons),3.0,4.0,4.0,0.0,0.0
20,University of Leeds,French BA (Hons),4.0,2.0,2.0,0.0,0.0
21,University of Leeds,Medical Sciences BSc (Hons),0.0,4.0,3.0,0.0,0.0
22,University of Leeds,Physics BSc (Hons),3.0,4.0,4.0,3.0,0.0
23,University of Leeds,Physics BSc (Hons),4.0,4.0,0.0,4.0,0.0
24,University of Leeds,Product Design BSc (Hons),4.0,3.0,4.0,4.0,0.0
25,University of Leeds,Architectural Engineering MEng (Hons),3.0,3.0,3.0,3.0,4.0
26,University of Leeds,Physics BSc (Hons),0.0,3.0,0.0,0.0,0.0
27,University of Leeds,English Literature BA (Hons),2.0,4.0,3.0,3.0,4.0
28,University of Leeds,Healthcare Science (Cardiac Physiology) BSc (Hons),4.0,3.0,3.0,0.0,4.0
29,University of Leeds,,4.0,3.0,4.0,4.0,0.0
30,University of Leeds,"Philosophy, Psychology and Scientific Thought BA (Hons)",0.0,3.0,4.0,0.0,4.0
31,University of Leeds,English and Film Studies BA (Hons),2.0,3.0,4.0,3.0,4.0
32,University of Leeds,Music BA (Hons),3.0,4.0,3.0,4.0,0.0
33,University of Leeds,Physics BSc (Hons),0.0,4.0,4.0,4.0,0.0
34,University of Leeds,English Literature BA (Hons),4.0,4.0,4.0,4.0,0.0
35,University of Leeds,Geology BSc (Hons),4.0,4.0,4.0,4.0,4.0
36,University of Leeds,Climate Change and Environmental Policy MSc,0.0,4.0,4.0,4.0,4.0
37,University of Leeds,Accounting and Finance MSc,4.0,0.0,4.0,0.0,3.0
38,University of Leeds,Geology BSc (Hons),3.0,4.0,0.0,0.0,0.0
39,University of Leeds,Chemistry with Study Abroad MChem (Hons),0.0,0.0,0.0,0.0,0.0
40,University of Leeds,Geology BSc (Hons),0.0,4.0,3.0,4.0,4.0
41,University of Leeds,Philosophy and Politics BA (Hons),3.0,4.0,3.0,0.0,4.0
42,University of Leeds,History BA (Hons),4.0,0.0,4.0,0.0,0.0
43,University of Leeds,Psychology BSc (Hons),4.0,3.0,3.0,4.0,0.0
44,University of Leeds,English Literature BA (Hons),4.0,4.0,4.0,0.0,0.0
45,University of Leeds,English Language and Literature BA (Hons),4.0,0.0,3.0,3.0,4.0
46,University of Leeds,Business Management BA (Hons),2.0,3.0,3.0,3.0,0.0
47,University of Leeds,Sustainability and Environmental Management BSc (Hons),4.0,0.0,4.0,4.0,0.0
48,University of Leeds,German BA (Hons),3.0,2.0,4.0,0.0,4.0
49,University of Leeds,Journalism BA (Hons),3.0,4.0,4.0,0.0,0.0
50,University of Leeds,English Literature with Creative Writing BA (Hons),3.0,4.0,3.0,4.0,0.0
51,University of Leeds,Medical Sciences BSc (Hons),0.0,4.0,4.0,4.0,0.0
52,University of Leeds,Medical Sciences BSc (Hons),4.0,4.0,4.0,4.0,0.0
53,University of Leeds,History BA (Hons),4.0,4.0,4.0,4.0,0.0
54,University of Leeds,Geography BA (Hons),0.0,0.0,0.0,0.0,0.0
55,University of Leeds,Medicine MRes,0.0,3.0,4.0,4.0,0.0
56,University of Leeds,Fine Art with Contemporary Cultural Theory BA (Hons),2.0,2.0,3.0,4.0,4.0
57,University of Leeds,English Literature BA (Hons),4.0,4.0,2.0,4.0,0.0
58,University of Leeds,Chemistry BSc (Hons),4.0,4.0,4.0,4.0,0.0
59,University of Leeds,English and Film Studies BA (Hons),0.0,0.0,3.0,0.0,4.0
60,University of Leeds,Politics BA (Hons),2.0,4.0,3.0,4.0,0.0
61,University of Leeds,Mechanical Engineering MEng (Hons),0.0,4.0,3.0,4.0,0.0
62,University of Leeds,Music (Performance) BMus (Hons),3.0,3.0,3.0,4.0,4.0
63,University of Leeds,Psychology BSc (Hons),4.0,4.0,0.0,0.0,0.0
64,University of Leeds,Medicine MRes,3.0,4.0,3.0,0.0,0.0
65,University of Leeds,Chemistry MChem (Hons),0.0,2.0,3.0,0.0,4.0
66,University of Leeds,Law with French Law LLB (Hons),1.0,3.0,0.0,4.0,0.0
67,University of Leeds,Philosophy BA (Hons),3.0,4.0,3.0,0.0,0.0
68,University of Leeds,Environmental Science BSc (Hons),0.0,4.0,3.0,4.0,0.0
69,University of Leeds,Mathematics BSc (Hons),3.0,2.0,0.0,4.0,0.0
70,University of Leeds,Economics BSc (Hons),4.0,4.0,0.0,0.0,0.0
71,University of Leeds,Food Science and Nutrition BSc (Hons),4.0,4.0,4.0,0.0,0.0
72,University of Leeds,Environmental Science BSc (Hons),4.0,4.0,0.0,0.0,0.0
73,University of Leeds,Classical Civilisation and History BA (Hons),4.0,3.0,0.0,0.0,0.0
74,University of Leeds,Accounting and Finance PhD,4.0,3.0,4.0,0.0,0.0
75,University of Leeds,History of Art BA (Hons),3.0,4.0,4.0,4.0,4.0
76,University of Leeds,Business Management BA (Hons),3.0,3.0,3.0,3.0,3.0
77,University of Leeds,Fashion Design BA (Hons),3.0,1.0,3.0,0.0,0.0
78,University of Leeds,Chemical Engineering MEng (Hons),0.0,4.0,0.0,0.0,3.0
79,University of Leeds,Genetics BSc (Hons),0.0,4.0,0.0,4.0,4.0
80,University of Leeds,Business Management BA (Hons),0.0,3.0,0.0,4.0,0.0
81,University of Leeds,Banking and Finance BSc (Hons),0.0,3.0,4.0,0.0,0.0
82,University of Leeds,,4.0,4.0,4.0,0.0,0.0
83,University of Leeds,Law LLB (Hons),4.0,3.0,4.0,4.0,0.0
84,University of Leeds,Food Science and Nutrition BSc (Hons),4.0,4.0,4.0,4.0,0.0
85,University of Leeds,Politics and Sociology BA (Hons),4.0,3.0,3.0,4.0,4.0
86,University of Leeds,Medicine MB ChB,0.0,4.0,0.0,4.0,3.0
87,University of Leeds,Cultural and Media Studies BA (Hons),4.0,4.0,0.0,0.0,0.0
88,University of Leeds,German BA (Hons),3.0,3.0,4.0,4.0,0.0
89,University of Leeds,Arabic and Middle Eastern Studies BA (Hons),3.0,1.0,4.0,4.0,0.0
90,University of Leeds,Physics BSc (Hons),0.0,3.0,0.0,4.0,3.0
91,University of Leeds,Sports Science and Physiology BSc (Hons),0.0,4.0,4.0,4.0,0.0
92,University of Leeds,Biology BSc (Hons),4.0,4.0,3.0,0.0,4.0
93,University of Leeds,Biochemistry BSc (Hons),4.0,0.0,0.0,0.0,0.0
94,University of Leeds,Theatre and Performance BA (Hons),3.0,3.0,4.0,0.0,0.0
95,University of Leeds,Neuroscience BSc (Hons),4.0,4.0,0.0,4.0,4.0
96,University of Leeds,History BA (Hons),0.0,4.0,0.0,4.0,0.0
97,University of Leeds,Geography BA (Hons),3.0,2.0,2.0,1.0,3.0
98,University of Leeds,Theatre and Performance BA (Hons),4.0,4.0,0.0,0.0,0.0
99,University of Leeds,Biochemistry MBiol (Hons),4.0,1.0,2.0,0.0,4.0
100,University of Leeds,Psychology BSc (Hons),4.0,2.0,0.0,4.0,0.0
101,University of Leeds,Psychology BSc (Hons),0.0,3.0,0.0,4.0,4.0
102,University of Leeds,Biology BSc (Hons),4.0,4.0,4.0,4.0,4.0
103,University of Leeds,Sociology BA (Hons),4.0,3.0,4.0,0.0,0.0
104,University of Leeds,Biology BSc (Hons),0.0,4.0,4.0,0.0,4.0
105,University of Leeds,Physics BSc (Hons),4.0,3.0,0.0,0.0,0.0
106,University of Leeds,Geography BA (Hons),0.0,0.0,0.0,0.0,4.0
107,University of Leeds,Theoretical Physics BSc (Hons),3.0,4.0,0.0,0.0,0.0
108,University of Leeds,Geography BA (Hons),0.0,3.0,0.0,0.0,0.0
109,University of Leeds,Mechanical Engineering BEng (Hons),4.0,3.0,4.0,4.0,3.0
110,University of Leeds,Engineering Geology MSc,3.0,4.0,3.0,0.0,4.0
111,University of Leeds,Biochemistry BSc (Hons),4.0,4.0,4.0,0.0,4.0
112,University of Leeds,International Relations BA (Hons),0.0,4.0,4.0,0.0,4.0
113,University of Leeds,Business Economics BSc (Hons),0.0,0.0,4.0,0.0,0.0
114,University of Leeds,,0.0,0.0,4.0,0.0,0.0
115,University of Leeds,Business Management with Marketing BA (Hons),0.0,4.0,4.0,0.0,0.0
116,University of Leeds,Climate Change and Environmental Policy MSc,0.0,0.0,3.0,0.0,0.0
117,University of Leeds,Environment and Business BA (Hons),4.0,4.0,0.0,0.0,0.0
118,University of Leeds,International Business and Marketing BSc (Hons),0.0,0.0,3.0,0.0,4.0
119,University of Leeds,International Business and Marketing BSc (Hons),4.0,4.0,4.0,4.0,0.0
120,University of Leeds,Sociology BA (Hons),0.0,0.0,4.0,0.0,0.0
121,University of Leeds,Mathematics BSc (Hons),4.0,4.0,4.0,4.0,4.0
122,University of Leeds,Computer Science BSc (Hons),0.0,0.0,4.0,4.0,0.0
123,University of Leeds,Economics BSc (Hons),0.0,4.0,0.0,0.0,0.0
124,University of Leeds,Philosophy BA (Hons),0.0,4.0,0.0,0.0,4.0
125,University of Leeds,Geophysics BSc (Hons),0.0,4.0,3.0,4.0,0.0
126,University of Leeds,Geophysics BSc (Hons),0.0,3.0,0.0,4.0,4.0
127,University of Leeds,Geophysics BSc (Hons),0.0,3.0,0.0,4.0,0.0
128,University of Leeds,Geophysics BSc (Hons),3.0,3.0,4.0,3.0,4.0
129,University of Leeds,Financial Mathematics BSc (Hons),4.0,4.0,0.0,0.0,4.0
130,University of Leeds,Geography BA (Hons),4.0,4.0,4.0,0.0,3.0
131,University of Leeds,Classical Civilisation BA (Hons),3.0,0.0,0.0,0.0,0.0
132,University of Leeds,Chinese (Modern) BA (Hons),0.0,0.0,0.0,0.0,4.0
133,University of Leeds,History BA (Hons),4.0,4.0,4.0,4.0,4.0
134,University of Leeds,Diagnostic Radiography BSc (Hons),0.0,4.0,0.0,0.0,0.0
135,University of Leeds,Environment and Development MSc,0.0,4.0,4.0,0.0,0.0
136,University of Leeds,Diagnostic Radiography BSc (Hons),0.0,3.0,3.0,4.0,0.0
137,University of Leeds,Mathematics BSc (Hons),0.0,4.0,0.0,0.0,0.0
138,University of Leeds,,4.0,0.0,0.0,4.0,0.0
139,University of Leeds,Diagnostic Radiography BSc (Hons),0.0,4.0,3.0,4.0,4.0
140,University of Leeds,Business Studies with Foundation Year BSc (Hons),3.0,4.0,4.0,4.0,0.0
141,University of Leeds,Nursing (Adult) BSc (Hons),4.0,4.0,0.0,0.0,0.0
142,University of Leeds,History BA (Hons),3.0,0.0,3.0,4.0,0.0
143,University of Leeds,Philosophy BA (Hons),4.0,0.0,0.0,0.0,4.0
144,University of Leeds,Sustainability and Business MSc,3.0,3.0,4.0,4.0,3.0
145,University of Leeds,Law LLB (Hons),4.0,4.0,0.0,0.0,0.0
146,University of Leeds,Biochemistry BSc (Hons),4.0,0.0,3.0,0.0,3.0
147,University of Leeds,Medical Imaging PGCert,4.0,4.0,4.0,4.0,4.0
148,University of Leeds,Medicine MB ChB,4.0,0.0,3.0,0.0,4.0
149,University of Leeds,Arts and Humanities with Foundation Year BA (Hons),4.0,4.0,0.0,3.0,4.0
150,University of Leeds,,0.0,4.0,4.0,0.0,0.0
151,University of Leeds,,4.0,4.0,3.0,0.0,4.0
152,University of Leeds,Business Management with Marketing BA (Hons),4.0,4.0,0.0,0.0,4.0
153,University of Leeds,,0.0,0.0,0.0,0.0,0.0
154,University of Leeds,,3.0,4.0,0.0,0.0,0.0
155,University of Leeds,Business Management with Marketing BA (Hons),3.0,3.0,3.0,4.0,3.0
156,University of Leeds,,4.0,4.0,0.0,0.0,0.0
157,University of Leeds,Fashion Design BA (Hons),4.0,4.0,0.0,0.0,4.0
158,University of Leeds,,3.0,3.0,3.0,0.0,4.0
159,University of Leeds,Theatre and Performance BA (Hons),3.0,2.0,1.0,1.0,3.0
160,University of Leeds,,4.0,4.0,4.0,0.0,4.0
161,University of Leeds,,4.0,4.0,4.0,4.0,3.0
162,University of Leeds,,4.0,4.0,4.0,0.0,4.0
163,University of Leeds,Theatre and Performance BA (Hons),3.0,0.0,3.0,0.0,3.0
164,University of Leeds,Fashion Marketing BA (Hons),4.0,4.0,0.0,0.0,0.0
165,University of Leeds,,2.0,3.0,3.0,3.0,3.0
166,University of Leeds,English Literature and Theatre Studies BA (Hons),4.0,0.0,0.0,0.0,0.0
167,University of Leeds,,4.0,0.0,0.0,4.0,0.0
168,University of Leeds,,3.0,4.0,0.0,4.0,3.0
169,University of Leeds,,0.0,4.0,0.0,0.0,0.0
170,University of Leeds,,4.0,0.0,4.0,4.0,3.0
171,University of Leeds,,4.0,4.0,0.0,4.0,0.0
172,University of Leeds,,3.0,3.0,3.0,0.0,2.0
173,University of Leeds,Structural Engineering MSc (Eng),3.0,0.0,0.0,0.0,3.0
174,University of Leeds,,4.0,3.0,4.0,0.0,0.0
175,University of Leeds,,4.0,4.0,4.0,0.0,4.0
176,University of Leeds,,0.0,4.0,0.0,4.0,0.0
177,University of Leeds,,4.0,4.0,0.0,0.0,0.0
178,University of Leeds,,0.0,4.0,0.0,0.0,0.0
179,University of Leeds,English and Philosophy BA (Hons),4.0,4.0,4.0,0.0,4.0
180,University of Leeds,,0.0,0.0,0.0,0.0,0.0
181,University of Cambridge,Psychological and Behavioural Sciences BA (Hons),4.0,4.0,4.0,4.0,4.0
182,University of Cambridge,Natural Sciences BA (Hons),0.0,0.0,4.0,0.0,0.0
183,University of Cambridge,MASt in Astrophysics,4.0,4.0,4.0,4.0,3.0
184,University of Cambridge,Natural Sciences BA (Hons),0.0,0.0,4.0,0.0,0.0
185,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,4.0,0.0
186,University of Cambridge,Law BA (Hons),0.0,4.0,3.0,4.0,4.0
187,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,4.0,3.0
188,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,4.0,0.0
189,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,0.0,0.0
190,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,0.0,0.0
191,University of Cambridge,Law BA (Hons),0.0,4.0,3.0,4.0,0.0
192,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,0.0,4.0
193,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,0.0,4.0
194,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,3.0,0.0
195,University of Cambridge,History and Modern Languages BA (Hons),0.0,0.0,0.0,4.0,0.0
196,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,0.0,0.0
197,University of Cambridge,Law BA (Hons),4.0,4.0,3.0,3.0,0.0
198,University of Cambridge,Economics BA (Hons),0.0,3.0,1.0,0.0,0.0
199,University of Cambridge,Economics BA (Hons),4.0,4.0,4.0,3.0,4.0
200,University of Cambridge,MPhil in Chemistry,4.0,3.0,0.0,0.0,4.0
201,University of Cambridge,Law BA (Hons),3.0,4.0,3.0,4.0,0.0
202,University of Cambridge,History BA (Hons),0.0,4.0,0.0,0.0,0.0
203,University of Cambridge,English BA (Hons),4.0,3.0,3.0,3.0,0.0
204,University of Cambridge,History BA (Hons),0.0,3.0,4.0,4.0,0.0
205,University of Cambridge,History BA (Hons),4.0,0.0,4.0,3.0,0.0
206,University of Cambridge,Law BA (Hons),4.0,0.0,0.0,0.0,4.0
207,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,0.0,0.0
208,University of Cambridge,History BA (Hons),0.0,3.0,0.0,0.0,0.0
209,University of Cambridge,Law BA (Hons),0.0,4.0,3.0,0.0,4.0
210,University of Cambridge,Law BA (Hons),4.0,4.0,2.0,4.0,4.0
211,University of Cambridge,Classics BA (Hons),0.0,0.0,0.0,1.0,3.0
212,University of Cambridge,English BA (Hons),4.0,3.0,0.0,0.0,0.0
213,University of Cambridge,MPhil in Development Studies,4.0,4.0,0.0,0.0,0.0
214,University of Cambridge,MPhil in Development Studies,4.0,4.0,4.0,2.0,0.0
215,University of Cambridge,MPhil in Development Studies,4.0,4.0,3.0,2.0,0.0
216,University of Cambridge,Economics BA (Hons),0.0,0.0,4.0,0.0,4.0
217,University of Cambridge,,0.0,4.0,0.0,0.0,0.0
218,University of Cambridge,Modern and Medieval Languages BA (Hons),4.0,3.0,4.0,3.0,4.0
219,University of Cambridge,History BA (Hons),0.0,3.0,4.0,0.0,4.0
220,University of Cambridge,,0.0,0.0,4.0,3.0,0.0
221,University of Cambridge,,4.0,3.0,4.0,4.0,0.0
222,University of Cambridge,English BA (Hons),4.0,3.0,3.0,2.0,0.0
223,University of Cambridge,Law BA (Hons),0.0,3.0,1.0,4.0,3.0
224,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,0.0,0.0
225,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,0.0,0.0
226,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,0.0,4.0
227,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,0.0,3.0
228,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,4.0,0.0
229,University of Cambridge,Law BA (Hons),0.0,3.0,3.0,0.0,4.0
230,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,0.0,3.0
231,University of Cambridge,History BA (Hons),0.0,3.0,4.0,4.0,2.0
232,University of Cambridge,History BA (Hons),0.0,3.0,4.0,2.0,4.0
233,University of Cambridge,"Anglo-Saxon, Norse, and Celtic BA (Hons)",4.0,0.0,4.0,3.0,4.0
234,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,4.0,0.0
235,University of Cambridge,Modern and Medieval Languages BA (Hons),0.0,0.0,4.0,0.0,0.0
236,University of Cambridge,History BA (Hons),0.0,0.0,4.0,0.0,0.0
237,University of Cambridge,History BA (Hons),0.0,4.0,0.0,4.0,0.0
238,University of Cambridge,Law BA (Hons),4.0,3.0,3.0,4.0,3.0
239,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,4.0,4.0
240,University of Cambridge,Law BA (Hons),0.0,4.0,1.0,0.0,0.0
241,University of Cambridge,Law BA (Hons),4.0,4.0,0.0,0.0,0.0
242,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,0.0,4.0
243,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,0.0,0.0
244,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,4.0,4.0
245,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,0.0,0.0
246,University of Cambridge,MPhil in Film and Screen Studies by Advanced Study,3.0,4.0,2.0,4.0,2.0
247,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,4.0,4.0
248,University of Cambridge,History BA (Hons),0.0,4.0,4.0,0.0,0.0
249,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,0.0,0.0
250,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,4.0,0.0
251,University of Cambridge,Law BA (Hons),0.0,0.0,0.0,0.0,4.0
252,University of Cambridge,Law BA (Hons),3.0,4.0,4.0,4.0,3.0
253,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,3.0,0.0
254,University of Cambridge,Law BA (Hons),0.0,0.0,3.0,4.0,4.0
255,University of Cambridge,Modern and Medieval Languages BA (Hons),4.0,4.0,0.0,0.0,4.0
256,University of Cambridge,Modern and Medieval Languages BA (Hons),0.0,0.0,4.0,0.0,4.0
257,University of Cambridge,Classics BA (Hons),0.0,4.0,3.0,3.0,4.0
258,University of Cambridge,English BA (Hons),3.0,2.0,4.0,0.0,4.0
259,University of Cambridge,Modern and Medieval Languages BA (Hons),0.0,0.0,0.0,0.0,4.0
260,University of Cambridge,PhD in English (American Literature),4.0,4.0,2.0,4.0,2.0
261,University of Cambridge,History BA (Hons),0.0,0.0,0.0,0.0,4.0
262,University of Cambridge,,4.0,4.0,4.0,0.0,4.0
263,University of Cambridge,History and Politics BA (Hons),4.0,3.0,4.0,3.0,0.0
264,University of Cambridge,Law BA (Hons),4.0,3.0,4.0,4.0,0.0
265,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,0.0,4.0
266,University of Cambridge,,4.0,4.0,4.0,4.0,3.0
267,University of Cambridge,,3.0,4.0,4.0,2.0,2.0
268,University of Cambridge,,0.0,4.0,0.0,0.0,0.0
269,University of Cambridge,,0.0,4.0,0.0,0.0,3.0
270,University of Cambridge,History and Modern Languages BA (Hons),4.0,4.0,4.0,4.0,4.0
271,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,3.0,4.0
272,University of Cambridge,History BA (Hons),4.0,4.0,4.0,0.0,4.0
273,University of Cambridge,Law BA (Hons),4.0,4.0,4.0,4.0,4.0
274,University of Cambridge,History and Modern Languages BA (Hons),0.0,0.0,3.0,4.0,4.0
275,University of Cambridge,Law BA (Hons),0.0,0.0,4.0,4.0,3.0
276,University of Cambridge,PhD in Linguistics: Theoretical and Applied Linguistics,4.0,0.0,0.0,0.0,4.0
277,University of Cambridge,Law BA (Hons),4.0,0.0,4.0,0.0,4.0
278,University of Cambridge,Economics BA (Hons),0.0,4.0,0.0,0.0,3.0
279,University of Cambridge,Law BA (Hons),0.0,4.0,4.0,4.0,4.0
280,University of Cambridge,,0.0,3.0,3.0,4.0,0.0
281,University of Cambridge,Economics BA (Hons),4.0,3.0,0.0,4.0,2.0
282,University of Cambridge,Modern and Medieval Languages BA (Hons),4.0,4.0,0.0,3.0,0.0
283,University of Cambridge,,4.0,4.0,4.0,4.0,4.0
284,University of Cambridge,,4.0,4.0,4.0,3.0,3.0
285,University of Cambridge,,0.0,3.0,2.0,0.0,0.0
286,University of Cambridge,,4.0,3.0,3.0,3.0,0.0
287,University of Cambridge,English BA (Hons),4.0,4.0,4.0,0.0,4.0
288,University of Cambridge,MPhil in Asian and Middle Eastern Studies by Research (Arabic Studies),4.0,4.0,0.0,0.0,3.0
289,University of Cambridge,Law BA (Hons),0.0,4.0,3.0,4.0,4.0
290,University of Cambridge,"Anglo-Saxon, Norse, and Celtic BA (Hons)",4.0,4.0,4.0,4.0,3.0
291,University of Cambridge,,0.0,0.0,4.0,4.0,2.0
292,University of Cambridge,,4.0,0.0,1.0,4.0,3.0
293,University of Cambridge,MPhil in Economic and Social History,4.0,0.0,0.0,0.0,4.0
294,University of Cambridge,,4.0,0.0,1.0,0.0,4.0
295,University of Cambridge,MPhil in Theoretical and Applied Linguistics by Advanced Study,4.0,4.0,0.0,0.0,0.0
296,University of Cambridge,Classics BA (Hons),0.0,0.0,4.0,0.0,0.0
297,University of Cambridge,Land Economy BA (Hons),0.0,4.0,3.0,0.0,0.0
298,University of Cambridge,History BA (Hons),3.0,0.0,0.0,4.0,0.0
299,University of Cambridge,"Human, Social, and Political Sciences BA (Hons)",0.0,4.0,4.0,4.0,2.0
300,University of Cambridge,Modern and Medieval Languages BA (Hons),0.0,3.0,0.0,0.0,4.0
301,University of Cambridge,,0.0,4.0,4.0,4.0,3.0
302,University of Cambridge,,4.0,4.0,4.0,3.0,4.0
303,University of Cambridge,,0.0,4.0,4.0,4.0,3.0
304,University of Cambridge,"Human, Social, and Political Sciences BA (Hons)",4.0,4.0,0.0,3.0,0.0
305,University of Cambridge,,2.0,0.0,4.0,3.0,2.0
306,University of Cambridge,,0.0,4.0,0.0,3.0,4.0
307,University of Cambridge,,2.0,4.0,4.0,3.0,3.0
308,University of Cambridge,,0.0,0.0,0.0,0.0,0.0
309,University of Cambridge,MPhil in Veterinary Science,4.0,2.0,4.0,4.0,0.0
310,University of Cambridge,,4.0,4.0,4.0,4.0,4.0
311,University of Cambridge,Law BA (Hons),0.0,3.0,0.0,0.0,0.0
312,University of Cambridge,,3.0,3.0,3.0,4.0,4.0
313,University of Cambridge,,3.0,4.0,0.0,2.0,0.0
314,University of Cambridge,,4.0,0.0,0.0,2.0,0.0
315,University of Cambridge,,4.0,4.0,4.0,4.0,0.0
316,University of Cambridge,,0.0,4.0,0.0,4.0,0.0
317,University of Cambridge,,0.0,0.0,0.0,4.0,4.0
318,University of Cambridge,,0.0,4.0,0.0,0.0,0.0
319,University of Cambridge,,0.0,3.0,0.0,3.0,3.0
320,University of Cambridge,Law BA (Hons),0.0,4.0,0.0,3.0,0.0
321,University of Cambridge,,4.0,2.0,2.0,4.0,0.0
322,University of Cambridge,,0.0,4.0,4.0,4.0,4.0
323,University of Cambridge,,3.0,4.0,3.0,4.0,3.0
324,University of Cambridge,,0.0,0.0,0.0,0.0,3.0
325,University of Cambridge,,0.0,4.0,3.0,4.0,0.0
326,University of Cambridge,,0.0,3.0,3.0,4.0,0.0
327,University of Cambridge,,4.0,4.0,3.0,0.0,4.0
328,University of Cambridge,,4.0,4.0,4.0,0.0,0.0
329,University of Cambridge,,4.0,4.0,4.0,4.0,0.0
330,University of Cambridge,"Anglo-Saxon, Norse, and Celtic BA (Hons)",0.0,0.0,3.0,4.0,2.0
331,University of Bristol,English BA (Hons),4.0,2.0,3.0,4.0,0.0
332,University of Bristol,MSc Climate Change Science and Policy,0.0,4.0,4.0,3.0,2.0
333,University of Bristol,Civil Engineering BEng (Hons),0.0,0.0,0.0,0.0,0.0
334,University of Bristol,MSc Biomedical Engineering,3.0,1.0,1.0,4.0,3.0
335,University of Bristol,,3.0,4.0,1.0,3.0,0.0
336,University of Bristol,MSc Education (Open Pathway),3.0,2.0,3.0,4.0,4.0
337,University of Bristol,Music PhD,0.0,0.0,4.0,3.0,0.0
338,University of Bristol,,0.0,4.0,4.0,4.0,0.0
339,University of Bristol,,0.0,4.0,4.0,0.0,2.0
340,University of Bristol,MSc Education (Policy and International Development),4.0,4.0,0.0,0.0,0.0
341,University of Bristol,MSc Education (Leadership and Policy),4.0,3.0,0.0,4.0,4.0
342,University of Bristol,,0.0,4.0,4.0,0.0,0.0
343,University of Bristol,,4.0,3.0,0.0,0.0,3.0
344,University of Bristol,,4.0,4.0,4.0,0.0,4.0
345,University of Bristol,,4.0,4.0,4.0,4.0,3.0
346,University of Bristol,MSc Education (Policy and International Development),3.0,4.0,4.0,0.0,4.0
347,University of Bristol,MSc Climate Change Science and Policy,3.0,3.0,2.0,3.0,0.0
348,University of Bristol,,4.0,4.0,3.0,0.0,4.0
349,University of Bristol,,4.0,0.0,4.0,0.0,3.0
350,University of Bristol,,0.0,4.0,3.0,4.0,4.0
351,University of Bristol,MA English Literature,0.0,0.0,3.0,4.0,0.0
352,University of Bristol,,0.0,0.0,3.0,0.0,3.0
353,University of Bristol,MSc Policy Research,4.0,4.0,3.0,4.0,0.0
